sequenceLeft_1,sequenceLeft_2,sequenceLeft_3,sequenceLeft_4,sequenceLeft_5,sequenceLeft_6,sequenceLeft_7,sequenceLeft_8,sequenceRight_1,sequenceRight_2,sequenceRight_3,sequenceRight_4,sequenceRight_5,sequenceRight_6,sequenceRight_7,sequenceRight_8,diffSequence_1,diffSequence_2,diffSequence_3,diffSequence_4,diffSequence_5,diffSequence_6,diffSequence_7,diffSequence_8,flip,leftCorrect,responseLeft,confidence
31,41,33,29,69,33,62,48,50,45,64,46,72,41,25,65,-19,-4,-31,-17,-3,-8,37,-17,1,0,0,2
27,30,34,46,55,65,39,21,36,60,19,42,53,55,62,59,-9,-30,15,4,2,10,-23,-38,1,0,0,4
45,81,72,41,55,59,36,54,55,60,67,25,39,56,33,42,-10,21,5,16,16,3,3,12,0,1,1,2
63,49,41,29,54,40,54,16,46,33,27,36,56,69,43,65,17,16,14,-7,-2,-29,11,-49,1,0,0,3
42,33,31,74,56,41,47,30,62,39,32,24,63,56,54,57,-20,-6,-1,50,-7,-15,-7,-27,1,0,0,2
65,54,49,19,44,38,66,48,52,55,41,58,58,45,18,24,13,-1,8,-39,-14,-7,48,24,0,1,0,1
44,47,36,54,28,15,40,62,39,66,39,71,36,36,41,65,5,-19,-3,-17,-8,-21,-1,-3,1,0,0,4
43,21,66,61,36,56,38,52,35,71,24,56,29,47,36,48,8,-50,42,5,7,9,2,4,0,1,1,2
38,48,70,22,56,51,35,59,51,57,30,55,61,83,42,60,-13,-9,40,-33,-5,-32,-7,-1,1,0,0,2
67,28,30,35,64,39,40,46,19,64,57,45,51,38,66,45,48,-36,-27,-10,13,1,-26,1,1,0,0,2
34,48,45,18,41,40,22,65,38,52,28,54,52,43,31,76,-4,-4,17,-36,-11,-3,-9,-11,1,0,0,2
43,25,55,61,44,69,70,43,53,44,63,69,47,78,30,59,-10,-19,-8,-8,-3,-9,40,-16,1,0,0,1
25,39,65,56,58,72,54,42,21,50,38,41,60,41,72,53,4,-11,27,15,-2,31,-18,-11,0,1,0,2
34,43,40,65,52,53,21,61,67,63,42,47,57,59,25,70,-33,-20,-2,18,-5,-6,-4,-9,1,0,0,3
59,56,26,36,42,50,38,74,41,24,42,25,67,60,44,47,18,32,-16,11,-25,-10,-6,27,0,1,1,2
38,76,55,34,28,37,49,45,36,59,23,37,33,51,12,48,2,17,32,-3,-5,-14,37,-3,0,1,1,2
58,38,47,69,38,79,45,45,19,29,46,59,58,59,43,40,39,9,1,10,-20,20,2,5,0,1,1,2
40,57,59,65,27,62,35,63,38,57,50,18,40,62,48,66,2,0,9,47,-13,0,-13,-3,0,1,1,2
62,79,53,43,45,65,43,34,52,64,51,31,38,57,18,46,10,15,2,12,7,8,25,-12,0,1,1,2
49,47,20,50,51,36,11,35,76,53,41,33,54,38,27,41,-27,-6,-21,17,-3,-2,-16,-6,1,0,0,3
47,38,21,32,72,48,45,36,34,67,61,61,34,29,43,40,13,-29,-40,-29,38,19,2,-4,1,0,0,1
37,34,23,48,47,22,67,31,67,38,22,35,40,59,52,60,-30,-4,1,13,7,-37,15,-29,1,0,0,2
67,39,36,69,46,48,26,46,79,56,46,54,44,44,76,41,-12,-17,-10,15,2,4,-50,5,1,0,0,3
69,50,41,21,57,35,56,56,23,59,39,56,35,46,30,64,46,-9,2,-35,22,-11,26,-8,0,1,0,2
59,56,26,36,42,50,38,74,42,44,24,25,41,47,67,60,17,12,2,11,1,3,-29,14,0,1,1,2
43,47,34,41,33,68,64,67,53,50,51,61,39,77,30,70,-10,-3,-17,-20,-6,-9,34,-3,1,0,0,2
49,48,72,50,23,41,34,57,40,55,54,49,17,27,23,49,9,-7,18,1,6,14,11,8,0,1,1,3
58,45,53,42,35,31,80,48,52,56,45,31,15,25,57,44,6,-11,8,11,20,6,23,4,0,1,1,5
51,41,45,26,29,30,58,66,45,44,46,37,56,36,62,80,6,-3,-1,-11,-27,-6,-4,-14,1,0,0,3
65,28,77,61,47,63,45,45,46,61,56,17,49,33,46,63,19,-33,21,44,-2,30,-1,-18,0,1,1,2
31,64,38,27,63,45,54,63,42,42,21,17,45,43,50,61,-11,22,17,10,18,2,4,2,0,1,1,4
58,38,47,69,38,79,45,45,19,29,59,46,43,40,58,59,39,9,-12,23,-5,39,-13,-14,0,1,1,2
72,42,72,44,46,29,62,47,40,47,33,50,76,41,23,45,32,-5,39,-6,-30,-12,39,2,0,1,0,2
80,52,35,44,42,31,55,39,66,55,52,42,19,64,53,56,14,-3,-17,2,23,-33,2,-17,1,0,0,2
37,48,76,42,50,41,43,25,40,32,69,26,47,24,36,22,-3,16,7,16,3,17,7,3,0,1,1,3
19,55,42,54,70,32,45,43,68,62,45,60,23,36,47,53,-49,-7,-3,-6,47,-4,-2,-10,1,0,0,2
38,38,71,31,29,53,62,38,25,40,47,33,31,63,61,27,13,-2,24,-2,-2,-10,1,11,0,1,1,3
62,41,41,52,55,33,20,26,32,59,46,56,67,42,26,29,30,-18,-5,-4,-12,-9,-6,-3,1,0,0,2
46,45,62,83,69,51,46,39,71,32,40,62,58,41,35,34,-25,13,22,21,11,10,11,5,0,1,1,1
37,53,37,79,54,38,36,41,29,62,15,34,28,51,40,52,8,-9,22,45,26,-13,-4,-11,0,1,0,2
35,18,55,51,54,26,37,23,44,77,54,37,43,43,27,32,-9,-59,1,14,11,-17,10,-9,1,0,0,2
55,67,60,37,32,53,77,42,45,62,40,59,30,49,73,35,10,5,20,-22,2,4,4,7,0,1,1,3
54,31,27,58,34,72,41,41,39,28,65,19,42,34,57,43,15,3,-38,39,-8,38,-16,-2,0,1,1,2
63,26,54,30,60,68,52,49,51,17,47,59,52,65,32,43,12,9,7,-29,8,3,20,6,0,1,1,4
36,34,63,40,44,19,64,50,56,45,77,50,46,27,34,51,-20,-11,-14,-10,-2,-8,30,-1,1,0,0,1
59,45,29,41,55,73,68,44,39,62,54,46,51,74,32,29,20,-17,-25,-5,4,-1,36,15,0,1,1,2
40,16,45,24,31,59,53,52,65,44,49,58,15,54,49,49,-25,-28,-4,-34,16,5,4,3,1,0,1,2
70,41,35,57,27,42,56,67,55,22,37,34,28,55,64,31,15,19,-2,23,-1,-13,-8,36,0,1,1,2
42,67,56,21,42,41,63,38,50,73,35,33,24,36,37,47,-8,-6,21,-12,18,5,26,-9,0,1,1,1
32,66,34,25,52,47,50,25,52,52,40,47,49,15,40,67,-20,14,-6,-22,3,32,10,-42,1,0,0,3
39,58,63,37,84,47,47,51,19,49,55,59,66,39,38,36,20,9,8,-22,18,8,9,15,0,1,1,4
55,40,62,70,38,28,35,55,61,46,41,79,48,32,48,62,-6,-6,21,-9,-10,-4,-13,-7,1,0,0,3
52,56,57,31,45,44,15,25,58,45,53,42,35,31,80,48,-6,11,4,-11,10,13,-65,-23,1,0,0,3
34,67,61,61,34,29,43,40,21,47,48,45,32,72,38,36,13,20,13,16,2,-43,5,4,0,1,1,2
54,39,74,32,46,62,51,29,59,45,29,41,55,73,68,44,-5,-6,45,-9,-9,-11,-17,-15,1,0,0,3
60,51,46,54,23,71,34,58,50,42,31,31,71,58,32,53,10,9,15,23,-48,13,2,5,0,1,1,2
55,52,41,58,18,24,58,45,65,54,49,19,44,38,66,48,-10,-2,-8,39,-26,-14,-8,-3,1,0,0,3
39,62,35,41,72,61,32,60,47,42,33,35,58,55,13,55,-8,20,2,6,14,6,19,5,0,1,1,2
51,58,32,33,77,54,52,37,54,69,45,45,27,71,65,50,-3,-11,-13,-12,50,-17,-13,-13,1,0,0,2
33,52,46,48,32,17,54,62,48,66,50,70,36,55,56,26,-15,-14,-4,-22,-4,-38,-2,36,1,0,0,3
75,36,60,46,51,53,27,43,59,47,52,42,29,51,14,31,16,-11,8,4,22,2,13,12,0,1,1,3
45,34,56,24,48,46,72,60,59,81,36,54,34,50,47,56,-14,-47,20,-30,14,-4,25,4,1,0,1,2
38,64,70,50,37,46,45,25,47,49,74,54,40,70,47,26,-9,15,-4,-4,-3,-24,-2,-1,1,0,0,3
33,52,54,46,48,17,62,32,48,66,50,70,36,55,56,26,-15,-14,4,-24,12,-38,6,6,1,0,0,3
24,33,65,42,53,25,44,56,36,52,17,49,58,45,55,65,-12,-19,48,-7,-5,-20,-11,-9,1,0,0,2
58,63,33,41,26,64,46,63,38,62,29,37,68,47,26,53,20,1,4,4,-42,17,20,10,0,1,1,3
40,55,17,54,49,49,27,23,49,48,72,50,23,41,34,57,-9,7,-55,4,26,8,-7,-34,1,0,0,2
55,67,60,37,32,53,77,42,45,62,40,59,35,73,30,49,10,5,20,-22,-3,-20,47,-7,0,1,1,2
24,21,42,32,55,65,42,39,75,41,37,53,35,34,41,66,-51,-20,5,-21,20,31,1,-27,1,0,0,2
49,86,48,58,48,39,40,45,58,71,43,49,30,29,37,35,-9,15,5,9,18,10,3,10,0,1,1,3
45,31,52,57,61,72,41,30,34,28,34,63,64,33,58,49,11,3,18,-6,-3,39,-17,-19,0,1,0,3
19,64,57,45,51,38,66,45,67,28,30,39,46,35,64,40,-48,36,27,6,5,3,2,5,0,1,1,2
52,64,31,57,51,18,46,38,62,79,53,43,45,65,43,34,-10,-15,-22,14,6,-47,3,4,1,0,1,1
55,22,34,28,64,37,55,31,70,41,35,57,27,42,56,67,-15,-19,-1,-29,37,-5,-1,-36,1,0,0,4
65,24,52,42,27,60,43,56,71,40,41,45,28,62,49,65,-6,-16,11,-3,-1,-2,-6,-9,1,0,0,1
48,41,58,61,37,28,23,64,39,22,47,55,31,22,63,52,9,19,11,6,6,6,-40,12,0,1,0,2
57,42,42,81,32,49,45,42,29,61,32,63,22,45,43,36,28,-19,10,18,10,4,2,6,0,1,1,2
70,23,49,36,46,44,44,65,71,36,57,39,50,59,65,30,-1,-13,-8,-3,-4,-15,-21,35,1,0,0,2
34,56,52,49,53,63,64,20,48,26,34,50,31,70,24,44,-14,30,18,-1,22,-7,40,-24,0,1,0,5
38,60,49,56,33,19,32,56,68,30,53,73,40,44,41,62,-30,30,-4,-17,-7,-25,-9,-6,1,0,0,5
18,57,46,35,41,31,67,36,56,50,38,29,38,71,68,39,-38,7,8,6,3,-40,-1,-3,1,0,0,2
51,56,52,57,61,32,64,22,50,51,32,36,58,18,52,60,1,5,20,21,3,14,12,-38,0,1,1,3
43,49,75,49,20,38,51,52,47,54,30,68,32,49,65,64,-4,-5,45,-19,-12,-11,-14,-12,1,0,0,2
32,51,33,67,22,48,55,37,58,57,58,32,28,71,59,44,-26,-6,-25,35,-6,-23,-4,-7,1,0,0,6
38,65,49,33,60,64,72,35,60,45,50,20,31,67,42,40,-22,20,-1,13,29,-3,30,-5,0,1,1,2
80,74,43,48,42,45,44,51,61,40,49,76,46,35,56,32,19,34,-6,-28,-4,10,-12,19,0,1,1,5
51,20,51,64,66,47,46,38,28,68,35,58,55,46,29,36,23,-48,16,6,11,1,17,2,0,1,1,4
43,29,33,67,56,56,71,54,48,39,44,81,61,66,40,58,-5,-10,-11,-14,-5,-10,31,-4,1,0,0,2
64,48,36,43,36,64,66,76,37,53,47,85,49,48,46,35,27,-5,-11,-42,-13,16,20,41,0,1,1,5
65,39,47,33,38,56,20,30,44,52,40,28,42,53,49,81,21,-13,7,5,-4,3,-29,-51,1,0,0,4
39,27,60,54,64,45,60,72,45,28,37,51,46,49,31,76,-6,-1,23,3,18,-4,29,-4,0,1,0,2
49,23,46,44,70,65,36,44,71,36,57,39,50,59,65,30,-22,-13,-11,5,20,6,-29,14,1,0,1,4
24,23,41,51,57,54,19,49,48,54,47,64,14,58,40,56,-24,-31,-6,-13,43,-4,-21,-7,1,0,0,6
61,56,40,46,76,35,32,49,80,74,43,48,42,45,44,51,-19,-18,-3,-2,34,-10,-12,-2,1,0,1,1
37,65,40,28,20,47,57,48,60,77,56,42,44,48,27,55,-23,-12,-16,-14,-24,-1,30,-7,1,0,0,6
44,41,50,25,59,22,67,44,52,44,54,32,70,39,29,65,-8,-3,-4,-7,-11,-17,38,-21,1,0,0,6
54,21,61,44,70,50,67,49,39,29,30,45,31,58,49,70,15,-8,31,-1,39,-8,18,-21,0,1,1,2
78,37,44,33,54,35,62,50,61,40,46,12,49,40,28,54,17,-3,-2,21,5,-5,34,-4,0,1,1,3
54,47,73,55,37,76,41,40,37,26,65,52,32,64,32,51,17,21,8,3,5,12,9,-11,0,1,1,1
30,31,39,31,52,73,36,37,52,40,31,27,35,66,46,65,-22,-9,8,4,17,7,-10,-28,1,0,0,2
43,48,43,55,37,14,42,67,35,58,74,28,56,46,38,52,8,-10,-31,27,-19,-32,4,15,1,0,0,1
31,66,68,63,29,49,48,39,29,33,34,54,69,46,31,29,2,33,34,9,-40,3,17,10,0,1,1,5
31,66,68,63,29,49,48,39,33,34,29,46,31,54,69,29,-2,32,39,17,-2,-5,-21,10,0,1,0,1
73,58,37,59,71,41,59,36,65,51,33,49,44,73,54,30,8,7,4,10,27,-32,5,6,0,1,0,1
60,57,58,67,30,46,48,24,35,44,54,42,32,74,49,28,25,13,4,25,-2,-28,-1,-4,0,1,1,5
44,69,25,41,50,42,40,22,39,73,27,53,54,67,53,37,5,-4,-2,-12,-4,-25,-13,-15,1,0,0,4
44,42,21,65,38,57,32,63,31,49,19,20,50,60,35,30,13,-7,2,45,-12,-3,-3,33,0,1,1,4
27,61,45,76,37,46,50,44,36,57,52,27,42,60,32,17,-9,4,-7,49,-5,-14,18,27,0,1,1,6
25,61,27,36,58,57,45,26,41,26,29,45,68,63,56,38,-16,35,-2,-9,-10,-6,-11,-12,1,0,0,6
39,73,27,53,54,67,53,37,44,41,50,25,22,69,42,40,-5,32,-23,28,32,-2,11,-3,0,1,1,5
56,37,46,31,31,75,57,45,29,69,36,55,67,69,51,63,27,-32,10,-24,-36,6,6,-18,1,0,0,3
40,38,64,59,44,45,70,27,53,40,67,17,42,40,28,31,-13,-2,-3,42,2,5,42,-4,0,1,1,3
63,41,38,62,56,32,62,27,50,43,51,61,64,25,49,75,13,-2,-13,1,-8,7,13,-48,1,0,0,2
62,15,55,39,42,49,58,56,38,55,59,88,55,39,57,51,24,-40,-4,-49,-13,10,1,5,1,0,0,5
47,33,52,35,58,75,54,71,53,32,41,25,56,61,53,68,-6,1,11,10,2,14,1,3,0,1,1,5
64,35,62,30,40,64,62,68,38,48,66,48,43,23,29,62,26,-13,-4,-18,-3,41,33,6,0,1,1,6
33,52,59,44,48,41,75,30,25,28,25,42,45,35,64,56,8,24,34,2,3,6,11,-26,0,1,1,6
74,45,41,57,49,52,32,73,63,63,40,51,36,39,18,50,11,-18,1,6,13,13,14,23,0,1,1,6
17,43,34,55,25,62,41,41,42,28,51,70,28,63,49,55,-25,15,-17,-15,-3,-1,-8,-14,1,0,0,5
39,27,60,54,64,45,60,72,28,76,45,37,51,31,46,49,11,-49,15,17,13,14,14,23,0,1,1,6
51,20,51,64,66,47,46,38,28,58,55,35,29,36,68,46,23,-38,-4,29,37,11,-22,-8,0,1,0,2
27,53,46,30,70,51,31,49,23,35,59,16,47,50,26,37,4,18,-13,14,23,1,5,12,0,1,1,4
42,53,86,58,37,53,53,42,40,63,64,56,36,34,47,20,2,-10,22,2,1,19,6,22,0,1,1,6
61,25,35,59,48,45,42,70,64,52,38,78,58,51,51,27,-3,-27,-3,-19,-10,-6,-9,43,1,0,0,1
55,46,49,58,33,59,14,48,66,34,40,25,63,48,64,49,-11,12,9,33,-30,11,-50,-1,1,0,0,1
62,42,57,64,22,63,61,43,46,21,47,56,74,54,50,38,16,21,10,8,-52,9,11,5,0,1,1,1
29,67,62,42,62,68,52,33,25,27,54,47,66,56,57,50,4,40,8,-5,-4,12,-5,-17,0,1,0,2
40,52,32,67,36,50,62,24,60,61,43,30,50,55,67,27,-20,-9,-11,37,-14,-5,-5,-3,1,0,0,4
39,53,71,79,50,36,50,62,51,39,58,29,25,47,61,66,-12,14,13,50,25,-11,-11,-4,0,1,1,2
43,56,45,41,17,67,35,56,18,49,25,30,62,33,28,50,25,7,20,11,-45,34,7,6,0,1,0,5
47,76,60,35,30,49,53,58,52,41,68,29,70,74,52,56,-5,35,-8,6,-40,-25,1,2,1,0,0,5
42,25,31,44,33,65,49,64,56,40,69,36,79,44,46,49,-14,-15,-38,8,-46,21,3,15,1,0,0,1
64,40,45,17,49,64,55,42,32,35,51,71,52,34,24,43,32,5,-6,-54,-3,30,31,-1,0,1,1,2
62,33,33,32,49,74,56,54,40,29,71,28,41,62,50,41,22,4,-38,4,8,12,6,13,0,1,0,2
56,28,31,27,25,19,50,57,21,43,37,52,44,33,59,69,35,-15,-6,-25,-19,-14,-9,-12,1,0,0,6
37,57,68,39,67,51,26,53,56,39,49,65,46,39,83,55,-19,18,19,-26,21,12,-57,-2,1,0,0,1
60,43,72,39,32,30,35,49,51,61,70,45,34,62,33,34,9,-18,2,-6,-2,-32,2,15,1,0,0,1
49,27,53,76,41,32,42,38,48,52,49,53,28,23,16,26,1,-25,4,23,13,9,26,12,0,1,1,2
45,31,26,15,59,54,33,40,44,45,51,13,57,48,46,66,1,-14,-25,2,2,6,-13,-26,1,0,0,4
21,41,52,59,70,43,33,43,53,18,30,42,60,36,18,39,-32,23,22,17,10,7,15,4,0,1,1,4
33,59,59,28,46,43,71,39,47,46,58,11,42,40,60,37,-14,13,1,17,4,3,11,2,0,1,1,5
45,56,31,56,48,21,21,49,37,60,28,31,31,67,54,51,8,-4,3,25,17,-46,-33,-2,1,0,0,4
22,31,61,45,25,56,33,23,50,61,24,51,39,64,49,24,-28,-30,37,-6,-14,-8,-16,-1,1,0,0,6
33,49,38,39,75,52,68,46,38,61,45,49,83,62,41,53,-5,-12,-7,-10,-8,-10,27,-7,1,0,0,6
31,45,56,21,21,56,48,49,37,60,28,31,31,67,54,51,-6,-15,28,-10,-10,-11,-6,-2,1,0,0,2
74,45,41,57,49,52,32,73,63,63,51,18,50,40,36,39,11,-18,-10,39,-1,12,-4,34,0,1,1,3
54,47,46,50,49,65,88,44,23,49,49,46,72,65,61,44,31,-2,-3,4,-23,0,27,0,0,1,1,6
60,62,57,20,48,47,68,53,57,56,22,52,53,60,26,55,3,6,35,-32,-5,-13,42,-2,0,1,1,2
32,73,42,36,45,53,46,24,68,26,43,41,47,59,66,64,-36,47,-1,-5,-2,-6,-20,-40,1,0,0,4
30,58,39,68,31,25,47,39,51,36,80,56,44,56,46,32,-21,22,-41,12,-13,-31,1,7,1,0,0,5
57,49,55,44,13,30,55,50,23,54,64,46,43,34,67,52,34,-5,-9,-2,-30,-4,-12,-2,1,0,1,1
66,47,28,53,59,78,47,54,72,38,39,66,36,41,48,27,-6,9,-11,-13,23,37,-1,27,0,1,1,4
36,56,54,48,63,48,16,58,78,54,27,57,61,44,60,59,-42,2,27,-9,2,4,-44,-1,1,0,0,6
31,50,46,35,58,72,55,26,44,74,63,33,53,50,49,77,-13,-24,-17,2,5,22,6,-51,1,0,0,6
65,44,35,25,53,53,30,62,55,42,34,60,60,76,67,39,10,2,1,-35,-7,-23,-37,23,1,0,0,6
26,61,51,50,28,61,37,27,47,70,46,43,62,52,66,22,-21,-9,5,7,-34,9,-29,5,1,0,0,6
62,61,46,42,29,62,76,48,41,44,34,43,39,70,27,65,21,17,12,-1,-10,-8,49,-17,0,1,1,2
71,50,39,24,47,41,23,49,28,64,51,45,52,64,24,51,43,-14,-12,-21,-5,-23,-1,-2,1,0,0,1
49,23,44,49,46,61,72,65,54,47,46,50,49,65,88,44,-5,-24,-2,-1,-3,-4,-16,21,1,0,0,1
53,36,70,62,43,27,57,61,54,36,72,76,49,37,58,61,-1,0,-2,-14,-6,-10,-1,0,1,0,1,1
47,33,52,35,58,75,54,71,53,61,32,25,68,53,56,41,-6,-28,20,10,-10,22,-2,30,0,1,1,6
58,43,71,55,42,27,33,36,22,36,72,46,31,32,49,45,36,7,-1,9,11,-5,-16,-9,0,1,1,1
64,35,62,30,40,64,62,68,38,66,48,23,29,48,43,62,26,-31,14,7,11,16,19,6,0,1,1,5
52,46,53,46,67,50,58,17,57,53,67,55,72,26,59,37,-5,-7,-14,-9,-5,24,-1,-20,1,0,1,2
40,58,44,71,49,35,58,80,44,45,51,44,32,41,78,31,-4,13,-7,27,17,-6,-20,49,0,1,1,6
34,42,82,40,53,49,38,56,47,51,50,30,41,68,52,18,-13,-9,32,10,12,-19,-14,38,0,1,1,6
39,60,44,59,34,28,71,58,38,50,57,68,49,32,20,43,1,10,-13,-9,-15,-4,51,15,0,1,1,6
43,40,54,16,65,52,44,61,72,29,32,30,38,55,48,41,-29,11,22,-14,27,-3,-4,20,0,1,1,2
26,49,49,46,31,69,53,64,33,24,43,44,15,51,45,62,-7,25,6,2,16,18,8,2,0,1,1,6
57,42,42,81,32,49,45,42,29,43,61,63,36,22,32,45,28,-1,-19,18,-4,27,13,-3,0,1,1,6
38,61,61,59,28,69,35,56,57,66,79,62,38,31,51,57,-19,-5,-18,-3,-10,38,-16,-1,1,0,0,1
18,46,35,57,31,41,67,36,56,50,38,29,38,71,68,39,-38,-4,-3,28,-7,-30,-1,-3,1,0,0,6
47,60,42,11,40,46,37,58,33,59,59,28,46,43,71,39,14,1,-17,-17,-6,3,-34,19,1,0,0,5
23,47,60,47,48,29,62,28,50,64,67,34,32,56,48,27,-27,-17,-7,13,16,-27,14,1,1,0,1,1
40,35,70,20,41,48,28,44,50,55,67,45,21,44,68,42,-10,-20,3,-25,20,4,-40,2,1,0,0,4
57,41,62,51,23,72,52,49,34,34,48,44,63,66,27,29,23,7,14,7,-40,6,25,20,0,1,1,3
27,53,46,30,70,51,31,49,23,35,59,47,16,26,37,50,4,18,-13,-17,54,25,-6,-1,0,1,1,2
76,43,52,40,36,41,66,35,46,37,50,76,31,36,54,30,30,6,2,-36,5,5,12,5,0,1,0,1
42,53,86,58,37,53,53,42,40,63,36,64,56,34,20,47,2,-10,50,-6,-19,19,33,-5,0,1,1,4
37,26,32,65,52,32,64,51,54,47,73,55,37,76,41,40,-17,-21,-41,10,15,-44,23,11,1,0,1,5
60,45,42,20,50,40,67,31,38,65,49,33,60,64,72,35,22,-20,-7,-13,-10,-24,-5,-4,1,0,0,1
55,65,29,53,57,74,68,41,56,50,19,42,53,69,51,34,-1,15,10,11,4,5,17,7,0,1,1,4
75,24,46,38,47,41,38,56,58,65,43,33,34,23,30,51,17,-41,3,5,13,18,8,5,0,1,1,5
46,37,40,64,81,38,50,50,75,39,52,68,38,40,63,65,-29,-2,-12,-4,43,-2,-13,-15,1,0,1,2
35,61,28,43,65,41,42,71,48,63,74,47,54,32,33,65,-13,-2,-46,-4,11,9,9,6,1,0,1,4
48,48,60,68,47,29,72,71,33,44,51,55,29,70,66,62,15,4,9,13,18,-41,6,9,0,1,1,5
38,25,52,19,33,21,57,51,68,41,53,36,50,26,58,26,-30,-16,-1,-17,-17,-5,-1,25,1,0,1,1
47,26,29,51,60,63,62,40,15,43,48,56,48,26,53,55,32,-17,-19,-5,12,37,9,-15,0,1,1,5
31,59,37,54,59,61,77,61,28,50,44,35,58,36,75,53,3,9,-7,19,1,25,2,8,0,1,1,4
44,53,31,36,58,68,56,23,47,68,36,41,74,43,60,32,-3,-15,-5,-5,-16,25,-4,-9,1,0,0,6
26,28,59,60,66,59,60,50,69,25,35,37,32,57,54,38,-43,3,24,23,34,2,6,12,0,1,1,6
40,46,26,52,42,50,63,17,55,48,31,58,60,57,21,37,-15,-2,-5,-6,-18,-7,42,-20,1,0,0,1
43,15,48,48,56,53,55,26,47,26,29,51,60,63,62,40,-4,-11,19,-3,-4,-10,-7,-14,1,0,0,5
71,28,37,62,51,41,62,57,27,74,35,58,46,37,58,41,44,-46,2,4,5,4,4,16,0,1,1,6
30,58,68,39,39,47,31,25,51,36,80,56,44,56,46,32,-21,22,-12,-17,-5,-9,-15,-7,1,0,0,6
42,25,65,31,64,44,33,49,56,40,69,36,79,44,46,49,-14,-15,-4,-5,-15,0,-13,0,1,0,0,6
38,61,45,49,83,62,41,53,49,38,39,33,52,75,46,68,-11,23,6,16,31,-13,-5,-15,0,1,1,1
62,39,55,58,42,15,56,49,38,55,59,88,55,39,57,51,24,-16,-4,-30,-13,-24,-1,-2,1,0,0,2
25,27,36,61,58,26,45,57,41,26,29,45,68,63,56,38,-16,1,7,16,-10,-37,-11,19,1,0,0,1
27,49,69,64,54,67,35,52,45,43,34,56,52,64,16,40,-18,6,35,8,2,3,19,12,0,1,1,5
43,33,51,34,58,65,23,30,75,24,46,38,47,41,38,56,-32,9,5,-4,11,24,-15,-26,1,0,0,6
38,61,28,61,59,35,56,69,57,66,79,62,38,31,51,57,-19,-5,-51,-1,21,4,5,12,1,0,1,1
75,39,52,68,38,40,63,65,46,37,64,40,50,50,81,38,29,2,-12,28,-12,-10,-18,27,0,1,0,1
29,69,36,55,67,69,51,63,75,56,31,37,31,46,45,57,-46,13,5,18,36,23,6,6,0,1,1,1
25,63,61,52,49,24,41,39,63,26,59,61,47,49,37,71,-38,37,2,-9,2,-25,4,-32,1,0,0,5
57,28,35,39,40,45,74,37,70,53,44,56,44,55,21,38,-13,-25,-9,-17,-4,-10,53,-1,1,0,0,2
32,33,47,58,54,33,73,40,20,64,31,49,43,31,61,37,12,-31,16,9,11,2,12,3,0,1,1,5
51,41,68,30,50,47,18,52,34,42,82,40,53,49,38,56,17,-1,-14,-10,-3,-2,-20,-4,1,0,0,6
44,46,54,20,40,61,20,48,60,50,40,38,62,67,25,60,-16,-4,14,-18,-22,-6,-5,-12,1,0,0,5
44,45,60,61,57,72,44,23,70,66,68,38,48,62,31,54,-26,-21,-8,23,9,10,13,-31,1,0,0,4
70,53,44,56,44,55,21,38,57,28,35,39,45,74,37,40,13,25,9,17,-1,-19,-16,-2,0,1,0,1
37,76,36,31,46,50,30,54,76,43,52,40,36,41,66,35,-39,33,-16,-9,10,9,-36,19,1,0,1,1
25,54,47,27,56,66,50,57,29,67,62,42,62,68,52,33,-4,-13,-15,-15,-6,-2,-2,24,1,0,1,2
52,40,31,27,35,66,46,65,31,39,30,73,31,52,36,37,21,1,1,-46,4,14,10,28,0,1,0,1
78,50,39,46,49,35,66,37,38,61,46,27,60,21,35,51,40,-11,-7,19,-11,14,31,-14,0,1,1,1
35,20,64,31,49,22,44,28,58,33,17,40,54,57,57,44,-23,-13,47,-9,-5,-35,-13,-16,1,0,0,1
48,52,85,38,42,57,58,44,26,34,44,45,53,73,33,49,22,18,41,-7,-11,-16,25,-5,0,1,1,2
48,48,60,68,47,29,72,71,70,51,55,33,66,44,29,62,-22,-3,5,35,-19,-15,43,9,0,1,1,1
53,61,53,22,34,55,58,26,62,38,56,52,45,66,75,28,-9,23,-3,-30,-11,-11,-17,-2,1,0,0,2
64,48,36,43,36,64,66,76,53,47,85,37,35,49,48,46,11,1,-49,6,1,15,18,30,0,1,0,1
31,59,66,47,43,61,31,70,63,60,35,33,51,43,41,16,-32,-1,31,14,-8,18,-10,54,0,1,1,6
29,71,40,41,50,62,28,41,62,33,33,32,49,74,56,54,-33,38,7,9,1,-12,-28,-13,1,0,1,1
72,42,60,61,39,53,28,66,44,38,42,64,50,63,38,18,28,4,18,-3,-11,-10,-10,48,0,1,1,6
47,70,46,43,62,52,66,22,26,61,28,37,61,51,50,27,21,9,18,6,1,1,16,-5,0,1,1,5
50,61,24,51,39,64,49,24,22,31,61,25,45,23,56,33,28,30,-37,26,-6,41,-7,-9,0,1,1,2
35,45,55,65,38,74,35,40,63,32,61,46,25,32,36,60,-28,13,-6,19,13,42,-1,-20,0,1,0,4
71,28,37,62,51,41,62,57,27,46,35,37,58,74,41,58,44,-18,2,25,-7,-33,21,-1,0,1,0,1
43,74,54,48,45,22,39,53,33,52,29,55,64,73,51,50,10,22,25,-7,-19,-51,-12,3,1,0,0,1
49,49,75,43,38,51,20,52,47,54,30,68,32,49,65,64,2,-5,45,-25,6,2,-45,-12,1,0,0,1
